doctor_id,name,specialization,highest_degree,experience,fee,degrees,wait_time,num_patients,rating,location,experience_years,experience_level_category,shift_start,shift_end,shift_duration_hours,avg_patient_handling_capacity,num_appointments_today,appointment_load,peak_hours_flag,previous_day_availability,is_available_today,date
1178,Assist. Prof. Dr. Sajjad Jamil,"Hepatologist, Gastroenterologist",MBBS,"100%
                                                                                    (4)",Not Available,"MCPS,  FCPS (Gen. Med),  FCPS (Gastro)",21 Years,not available,,Karachi,100,senior,11:00,14:00,3,30,10,0.33333333333333,,1,1,2027-03-23
1179,Dr. Furqaan Ahmed,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,"M.D (Gastroenterology),  M.D (Internal Medicine)",not available,not available,,Karachi,100,senior,10:00,17:00,7,30,38,1.2666666666667,,0,0,2027-03-24
1180,Dr. Arif R. Siddiqui,Gastroenterologist,MRCP,"100%
                                                                                    (4)",Not Available,FCPS,not available,not available,,Karachi,100,senior,10:00,15:00,5,30,30,1.0,,0,1,2027-03-25
1181,Dr. Shahid Karim,"Hepatologist, General Physician, Gastroenterologist",MBBS,"100%
                                                                                    (4)",Not Available,"MCPS (Medicine),  FCPS (Gastro)",21 Years,not available,,Karachi,100,senior,9:00,16:00,7,30,16,0.53333333333333,1.0,0,1,2027-03-26
1182,Dr. S. M. Qamar Ul Arfin,"Gastroenterologist, Consultant Physician",MBBS,"100%
                                                                                    (4)",Not Available,MRCP (UK),35 Years,not available,,Karachi,100,senior,11:00,14:00,3,30,32,1.0666666666667,,1,0,2027-03-27
1183,Dr. Yamin Rasool,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,11:00,16:00,5,30,31,1.0333333333333,,1,1,2027-03-28
1184,Dr. Saad Khalid,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,11:00,14:00,3,30,28,0.93333333333333,,1,1,2027-03-29
1185,Dr. Syed Iftikar Haidar,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,11:00,15:00,4,30,20,0.66666666666667,,0,1,2027-03-30
1186,Dr. A. Moeed Kazi,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,11:00,16:00,5,30,20,0.66666666666667,,0,0,2027-03-31
1187,Dr. Prof. Mohammad Saeed Qurshi,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,11:00,17:00,6,30,39,1.3,,1,0,2027-04-01
1188,Dr. Saad Khalid Niaz,Gastroenterologist,MBBS (Dow),"100%
                                                                                    (4)",Not Available,"MRCP (UK),  FRCP (Lon) CCST (Medicine),  CCST,  (Gastroenterology)",32 Years,not available,,Karachi,100,senior,8:00,14:00,6,30,22,0.73333333333333,1.0,0,1,2027-04-02
1189,Prof. Dr. Muhammad Mansoor-ul-haq,"Hepatologist, Gastroenterologist",MBBS,"100%
                                                                                    (4)",Not Available,"FCPS (Medicine),  FCPS (Gastro)",31 Years,not available,,Karachi,100,senior,10:00,16:00,6,30,5,0.16666666666667,,0,1,2027-04-03
1190,Assist. Prof. Dr. Rauf Memon,"General Physician, Gastroenterologist",MBBS,"100%
                                                                                    (4)",Not Available,FCPS (Medicine),21 Years,not available,,Karachi,100,senior,11:00,17:00,6,30,21,0.7,,1,1,2027-04-04
1191,Dr. Nasir Laique,"Gastroenterologist, Consultant Physician",M.B.B.S (Gold Medalist),"100%
                                                                                    (4)",Not Available,MRCP,38 Years,not available,,Karachi,100,senior,10:00,16:00,6,30,37,1.2333333333333,,1,0,2027-04-05
1192,Prof. Dr. Zegham Abbas,"Gastroenterologist, Hepatologist",MBBS,"100%
                                                                                    (4)",Not Available,FCPS (Medicine),28 Years,not available,,Karachi,100,senior,10:00,16:00,6,30,36,1.2,,0,0,2027-04-06
1193,Dr. Hamid Manzoor,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,8:00,16:00,8,30,7,0.23333333333333,1.0,1,1,2027-04-07
1194,Dr. Altaf Rehmatullah Badla,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,11:00,14:00,3,30,34,1.1333333333333,,0,0,2027-04-08
1195,Dr. S.M.Qamrul Arfin,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,9:00,17:00,8,30,10,0.33333333333333,1.0,1,1,2027-04-09
1196,Dr. Aman Ullah Abbasi,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,8:00,15:00,7,30,23,0.76666666666667,1.0,1,1,2027-04-10
1197,Dr. Jamil H. Esmail,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,9:00,14:00,5,30,20,0.66666666666667,1.0,1,1,2027-04-11
1198,Dr. Asif Aziz Sehto,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,10:00,14:00,4,30,1,0.033333333333333,,0,0,2027-04-12
1199,Assist. Prof. Dr. Nazish Butt,"General Physician, Gastroenterologist, Consultant Physician",MBBS,"100%
                                                                                    (4)",Not Available,FCPS (Gastroenterology),18 Years,not available,,Karachi,100,senior,10:00,14:00,4,30,39,1.3,,0,0,2027-04-13
1200,Dr. Huma Qurashi,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,8:00,15:00,7,30,18,0.6,1.0,1,1,2027-04-14
1201,Prof.Dr. Abu Noem Ebrahim,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,8:00,17:00,9,30,38,1.2666666666667,1.0,1,0,2027-04-15
1202,Dr. Shahid Kareem,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,9:00,17:00,8,30,27,0.9,1.0,1,1,2027-04-16
1203,Dr. Arif Siddiqui,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,11:00,17:00,6,30,16,0.53333333333333,,0,1,2027-04-17
1204,Dr. Furqan Ahmed,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,9:00,16:00,7,30,5,0.16666666666667,1.0,1,1,2027-04-18
1205,Prof.Dr. Azhar Chaudhry,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,8:00,16:00,8,30,18,0.6,1.0,1,1,2027-04-19
1206,Dr. Pervaiz Ashraf,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,9:00,16:00,7,30,37,1.2333333333333,1.0,1,0,2027-04-20
1207,Dr. Shahab Abid,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,FCPS,not available,not available,,Karachi,100,senior,8:00,15:00,7,30,27,0.9,1.0,1,1,2027-04-21
1208,Dr. Saeed Sadiq Hamid,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,MRCP,not available,not available,,Karachi,100,senior,9:00,16:00,7,30,1,0.033333333333333,1.0,0,0,2027-04-22
1209,Dr. Syed Hasnain Ali Shah,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,MRCP,not available,not available,,Karachi,100,senior,8:00,15:00,7,30,37,1.2333333333333,1.0,0,0,2027-04-23
1210,Dr. Amna Subhan Butt,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,8:00,17:00,9,30,36,1.2,1.0,1,1,2027-04-24
1211,Dr. Faisal Waseem Ismail,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,8:00,16:00,8,30,3,0.1,1.0,0,1,2027-04-25
1212,Dr. Syed Muhammad Zahid Azam,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,FCPS,not available,not available,,Karachi,100,senior,11:00,16:00,5,30,21,0.7,,0,1,2027-04-26
1213,Dr. Syed M. Zahid Azam,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,9:00,14:00,5,30,25,0.83333333333333,1.0,0,0,2027-04-27
1214,Dr. Altaf Rahmat Ullah,Gastroenterologist,,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,9:00,15:00,6,30,35,1.1666666666667,1.0,1,1,2027-04-28
1215,Dr. Faisal Waseem,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,9:00,17:00,8,30,12,0.4,1.0,0,1,2027-04-29
1216,Dr. Jamila Hanif Esmail,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,MD,not available,not available,,Karachi,100,senior,8:00,14:00,6,30,31,1.0333333333333,1.0,0,0,2027-04-30
1217,Dr. Zahid Azam,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,9:00,14:00,5,30,16,0.53333333333333,1.0,0,1,2027-05-01
1218,Dr. Mohammad Zaffar,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,MASTER OF PUBLIC HEALTH,not available,not available,,Karachi,100,senior,9:00,17:00,8,30,35,1.1666666666667,1.0,1,0,2027-05-02
1219,Dr. Muhammad Zafar,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,8:00,14:00,6,30,18,0.6,1.0,1,1,2027-05-03
1220,Dr. Mansoor Ul Haq,Gastroenterologist,MBBS,"100%
                                                                                    (4)",Not Available,,not available,not available,,Karachi,100,senior,10:00,15:00,5,30,34,1.1333333333333,,0,0,2027-05-04
1221,Dr. Sohail Hussain,"Gastroenterologist, Consultant Physician",MBBS,"100%
                                                                                    (4)",Not Available,FCPS,15 Years,not available,,Karachi,100,senior,8:00,15:00,7,30,39,1.3,1.0,0,0,2027-05-05
1222,Dr. Waqar Hussain,"Gastroenterologist, General Physician",MBBS,"100%
                                                                                    (4)",Not Available,FCPS,18 Years,not available,,Karachi,100,senior,9:00,16:00,7,30,27,0.9,1.0,1,1,2027-05-06
1223,Dr. Amanullah Abbasi,"General Physician, Gastroenterologist, Family Physician",MBBS,"100%
                                                                                    (4)",Not Available,FCPS (Medicine),18 Years,not available,,Karachi,100,senior,8:00,14:00,6,30,0,0.0,1.0,1,1,2027-05-07
1224,Dr. Faheem Saeed,Neurologist,MBBS,14 Years,"Rs. 2,500",FCPS (Neurology),15 - 30 Min,1352,96%,Lahore,14,mid,10:00,16:00,6,20,17,0.85,,0,0,2027-05-08
1225,Dr. Muhammad Imran,Neurologist,M.B.B.S.,11 Years,Not Available,F.C.P.S. (Neurology),Under 15 Min,15,100%,Lahore,11,mid,8:00,14:00,6,20,39,1.95,1.0,0,0,2027-05-09
1226,Dr. Sana Farooq,Neurologist,M.B.B.S.,9 Years,"Rs. 1,500",F.C.P.S.,Under 15 Min,629,100%,Lahore,9,mid,9:00,15:00,6,20,32,1.6,1.0,1,0,2027-05-10
1227,Dr. Imad ud din Yousaf Butt,Neurologist,MBBS (K.E),10 Years,"Rs. 1,800",F.C.P.S. (Neurology),15 - 30 Min,4154,100%,Lahore,10,mid,10:00,15:00,5,20,11,0.55,,1,1,2027-05-11
1228,Assoc. Prof. Dr. Shahid Mukhtar,Neurologist,M.B.B.S.,15 Years,"Rs. 2,000",F.C.P.S. (Neurology),15 - 30 Min,2433,97%,Lahore,15,mid,11:00,15:00,4,30,7,0.23333333333333,,0,0,2027-05-12
1229,Assist. Prof. Dr. Muhammad Umer Farooq,Neurologist,M.B.B.S.,9 Years,"Rs. 2,000",F.C.P.S. (Neurology),15 - 30 Min,1108,99%,Lahore,9,mid,9:00,14:00,5,20,23,1.15,1.0,1,1,2027-05-13
1230,Dr. Abubakar Siddique,Neurologist,M.B.B.S,18 Years,"Rs. 3,000",F.C.P.S. (Neurology),15 - 30 Min,359,99%,Lahore,18,senior,10:00,15:00,5,30,15,0.5,,0,1,2027-05-14
1231,Dr. Nadir Surani,Neurologist,M.B.B.S.,8 Years,Not Available,F.C.P.S. (Neurology),Under 15 Min,55,100%,Lahore,8,mid,10:00,14:00,4,20,3,0.15,,0,0,2027-05-15
1232,Dr. Mamoona Tanwir Rana,Neurologist,M.B.B.S.,9 Years,"Rs. 1,250",F.C.P.S. (Neurology),Under 15 Min,165,97%,Lahore,9,mid,11:00,16:00,5,20,37,1.85,,0,0,2027-05-16
1233,Dr. Luqman Anwar,Neurologist,MBBS,6 Years,"Rs. 3,000","MD (USA),  FCPS (Neurology)",15 - 30 Min,99,99%,Lahore,6,mid,8:00,14:00,6,20,26,1.3,1.0,1,0,2027-05-17
1234,Assist. Prof. Dr. Madiha Malik,Neurologist,M.B.B.S.,7 Years,"Rs. 2,000",F.C.P.S.,15 - 30 Min,40,97%,Lahore,7,mid,8:00,16:00,8,20,8,0.4,1.0,0,0,2027-05-18
1235,Dr. Waqas Arshad,Neurologist,M.B.B.S.(K.E),9 Years,"Rs. 1,500","F.C.P.S.(Neurology),  Certified in Movement Disorder & EEG (USA)",15 - 30 Min,4737,100%,Lahore,9,mid,9:00,14:00,5,20,15,0.75,1.0,0,0,2027-05-19
1236,Prof. Dr. Sajjad Naseer,Neurologist,MBBS,30 Years,"Rs. 2,500","FCPS (Neurology),  MRCP (Ireland),  MRCP (England),  FRCP (UK),  American Board Electrodiagnostic Medicine & neuromuscular disorder â€“ Chicago (Illinois) USA ,  FRCP (Ireland)",15 - 30 Min,893,97%,Lahore,30,senior,11:00,16:00,5,30,11,0.36666666666667,,1,1,2027-05-20
1237,Dr. Syed Raza Hussain,Neurologist,MBBS,7 Years,"Rs. 2,500",FEBN (Fellowship of European Board of Neurology),Under 15 Min,19,100%,Lahore,7,mid,8:00,15:00,7,20,30,1.5,1.0,1,0,2027-05-21
1238,Dr. Ammar Yasir Chohan,Neurologist,MBBS,11 Years,"Rs. 2,000",FCPS (Neurology),15 - 30 Min,44,100%,Lahore,11,mid,11:00,16:00,5,20,23,1.15,,0,0,2027-05-22
1239,Assist. Prof. Dr. Rashid Imran,Neurologist,MBBS,17 Years,"Rs. 3,000",FCPS (Neurology),15 - 30 Min,1271,99%,Lahore,17,senior,8:00,15:00,7,30,13,0.43333333333333,1.0,0,0,2027-05-23
1240,Dr. Ihsan Ul Haq,Neurologist,M.B.B.S.,7 Years,"Rs. 1,200",F.C.P.S. (Neurology),Under 15 Min,90,100%,Lahore,7,mid,10:00,15:00,5,20,24,1.2,,1,0,2027-05-24
1241,Dr. Ejaz Ahmad,"Neurologist, Consultant Physician",M.B.B.S,34 Years,Not Available,D.C.N,Under 15 Min,422,95%,Lahore,34,senior,8:00,16:00,8,30,33,1.1,1.0,1,1,2027-05-25
1242,Dr. Athar Iqbal,Neurologist,MBBS,10 Years,"Rs. 4,000","FCPS ( Neurology),  MRCP (UK),  Fellowship in Stroke Medicine (London),  DipUKMP(Liverpool school of Medicine)",15 - 30 Min,1136,99%,Lahore,10,mid,11:00,14:00,3,20,2,0.1,,1,1,2027-05-26
1243,Dr. Hina Farhat,Neurologist,M.B.B.S.,10 Years,Not Available,F.C.P.S. (Neurology),6 Years,not available,99%,Lahore,10,mid,10:00,14:00,4,20,23,1.15,,0,1,2027-05-27
1244,Dr. Ayesha Ashfaq,Neurologist,M.B.B.S.,6 Years,"Rs. 2,000",Fellowship Of European Board Of Neurology,15 - 30 Min,142,100%,Lahore,6,mid,10:00,17:00,7,20,8,0.4,,0,0,2027-05-28
1245,Dr. Fahad Farooq,Neurologist,MBBS,10 Years,"Rs. 2,500",FEBN (Fellowship of the European Board of Neurology),15 - 30 Min,62,100%,Lahore,10,mid,10:00,14:00,4,20,25,1.25,,0,0,2027-05-29
1246,Dr. Muhammad Arslan Tayyab,Neurologist,MBBS,14 Years,"Rs. 1,000",MD Neurology,Under 15 Min,118,99%,Lahore,14,mid,11:00,17:00,6,20,19,0.95,,1,0,2027-05-30
1247,Dr. Syed Buland Akhtar,Neurologist,MBBS (KE),32 Years,"Rs. 3,000","DCN (Aus),  FCPS (Neurology)",15 - 30 Min,1106,97%,Lahore,32,senior,9:00,14:00,5,30,39,1.3,1.0,0,0,2027-05-31
1248,Prof. Dr. Shahid H. Sheikh,Neurologist,MD,15 Years,"Rs. 3,000",Ph.D (Neurology),Under 15 Min,47,79%,Lahore,15,mid,9:00,14:00,5,30,9,0.3,1.0,1,1,2027-06-01
1249,Prof. Dr. Mujeeb Ur Rehman Abid Butt,"Neurologist, Consultant Physician",MBBS (KE),28 Years,"Rs. 3,000","MRCP(UK),  FRCP(London ),  SCE(Neurology-UK),  F.C.P.S.",Under 15 Min,335,99%,Lahore,28,senior,9:00,15:00,6,30,18,0.6,1.0,0,1,2027-06-02
1250,Dr. Muhammad Fateen Rashed,Neurologist,MBBS,11 Years,"Rs. 2,000",FCPS (Neurology),Under 15 Min,12,100%,Lahore,11,mid,11:00,17:00,6,20,2,0.1,,1,0,2027-06-03
1251,Associate. Prof. Dr. Ayesha Aslam,Neurologist,M.B.B.S,15 Years,"Rs. 3,000","F.C.P.S (Neurology),  Fellowship European Board of Neurology(F.E.B.N)",Under 15 Min,479,99%,Lahore,15,mid,10:00,14:00,4,30,23,0.76666666666667,,0,0,2027-06-04
1252,Dr. Buland Akhtar Zaidi,Neurologist,M.B.B.S,31 Years,Not Available,"Diploma in Neurology,  F.C.P.S",30 - 45 Min,12,92%,Lahore,31,senior,9:00,17:00,8,30,4,0.13333333333333,1.0,0,1,2027-06-05
1253,Dr. Khawaja Muhammad Ali,Neurologist,MBBS,10 Years,Not Available,FCPS (Neurology),15 - 30 Min,25,100%,Lahore,10,mid,11:00,15:00,4,20,2,0.1,,1,1,2027-06-06
1254,Dr. Mohammad Nasrullah,Neurologist,MBBS,25 Years,Not Available,FCPS,Under 15 Min,388,98%,Lahore,25,senior,9:00,15:00,6,30,26,0.86666666666667,1.0,1,1,2027-06-07
1255,Dr. Syed Arsalan Haider,Neurologist,MBBS,10 Years,Not Available,FCPS (Neurology),15 - 30 Min,180,98%,Lahore,10,mid,8:00,17:00,9,20,15,0.75,1.0,0,0,2027-06-08
1256,Dr. Muhammad Moosa,Neurologist,M.B.B.S.,10 Years,Not Available,F.C.P.S. (Neurology),Under 15 Min,99,98%,Lahore,10,mid,9:00,15:00,6,20,14,0.7,1.0,1,1,2027-06-09
1257,Dr. Naeem Ul Hassan Hattar,Neurologist,M.B.B.S,10 Years,Not Available,MS (Neurosurgery),10 Years,not available,98%,Lahore,10,mid,9:00,16:00,7,20,34,1.7,1.0,1,0,2027-06-10
1258,Dr. Khalid Jamil Akhtar,"Neurologist, Rehablitation Specialist",MBBS,35 Years,Not Available,"FCPS (Rehabilitation Medicine),  DCN (Neurology),  DRCP (London)",15 - 30 Min,1834,97%,Lahore,35,senior,10:00,16:00,6,30,11,0.36666666666667,,0,1,2027-06-11
1259,Dr. Ahmad Ali Hassan,Neurologist,MBBS,20 Years,Not Available,MRCP,15 - 30 Min,265,99%,Lahore,20,senior,11:00,15:00,4,30,25,0.83333333333333,,1,1,2027-06-12
1260,Dr. Tipu Sultan,"Pediatric Neurologist, Neurologist",MBBS,20 Years,Not Available,"FCPS (Peads Neuro),  M.Sc (UK),  Fellowship Child Neurology, Leeds (UK),  Fellowship from Glasgow and Master in Epilepsy from Leeds UK",26 Years,not available,99%,Lahore,20,senior,10:00,16:00,6,30,33,1.1,,0,0,2027-06-13
1261,Dr. Sadaf Iftikhar,Neurologist,MBBS,14 Years,Not Available,FCPS (Neurology),Under 15 Min,19,100%,Lahore,14,mid,10:00,14:00,4,20,22,1.1,,0,1,2027-06-14
1262,Dr. Hamid Mukhtar Butt,Neurologist,MBBS,6 Years,Not Available,"FCPS (Neurology),  M.D (Europe)",15 - 30 Min,93,96%,Lahore,6,mid,10:00,17:00,7,20,30,1.5,,1,0,2027-06-15
1263,Dr. Muhammad Adnan Aslam,Neurologist,MBBS,6 Years,Not Available,"FCPS,  Certification in Medical teaching",19 Years,not available,96%,Lahore,6,mid,10:00,14:00,4,20,19,0.95,,1,1,2027-06-16
1264,Dr. Aftab Abbas,Neurologist,MBBS,6 Years,Not Available,FCPS,12 Years,not available,96%,Lahore,6,mid,10:00,17:00,7,20,11,0.55,,0,0,2027-06-17
1265,Dr. Adnan Tariq Mahmood,Neurologist,FCPS (Neurology),6 Years,Not Available,MBBS,10 Years,not available,96%,Lahore,6,mid,9:00,15:00,6,20,22,1.1,1.0,0,0,2027-06-18
1266,Prof. Dr. Nadir Zafar Khan,Neurologist,MBBS,6 Years,Not Available,"MRCP,  DCN",31 Years,not available,96%,Lahore,6,mid,10:00,14:00,4,20,3,0.15,,0,0,2027-06-19
1267,Dr. Naeem ul Hameed,Neurologist,MBBS,6 Years,Not Available,FRCP,not available,not available,96%,Lahore,6,mid,10:00,15:00,5,20,22,1.1,,0,0,2027-06-20
1268,Dr. Shahzad Yousaf,Neurologist,MBBS,6 Years,Not Available,"FAIS,  CTEP,  CTEEG",not available,not available,96%,Lahore,6,mid,11:00,15:00,4,20,0,0.0,,0,0,2027-06-21
1269,Dr. Ahmad Fawad,Neurologist,MBBS,6 Years,Not Available,"MRCP(Ireland),  MRCP(UK),  CCT",not available,not available,96%,Lahore,6,mid,8:00,17:00,9,20,24,1.2,1.0,0,0,2027-06-22
1270,Prof Dr. Shandana Tariq,Neurologist,F.C.P.S,6 Years,Not Available,"M.B., B.S",not available,not available,96%,Lahore,6,mid,9:00,17:00,8,20,1,0.05,1.0,1,0,2027-06-23
1271,Dr. Mohsin Zaheer,Neurologist,M.B.B.S,6 Years,Not Available,F.C.P.S (Neurology),25 Years,not available,96%,Lahore,6,mid,9:00,17:00,8,20,29,1.45,1.0,1,0,2027-06-24
1272,Dr. Ahsan Nauman,Neurologist,MBBS,6 Years,Not Available,FCPS,21 Years,not available,96%,Lahore,6,mid,9:00,14:00,5,20,2,0.1,1.0,1,0,2027-06-25
1273,Dr. Muhammad  Anwar,Neurologist,MBBS,6 Years,Not Available,MS,not available,not available,96%,Lahore,6,mid,10:00,16:00,6,20,20,1.0,,0,0,2027-06-26
1274,Dr. M Bashir Ahmed Zahid,Neurologist,MBBS,6 Years,Not Available,,not available,not available,96%,Lahore,6,mid,10:00,17:00,7,20,24,1.2,,1,0,2027-06-27
1275,Dr. Hafiz Abdul Majid,Neurologist,MB BS,6 Years,Not Available,"MCPS,  FCPS",not available,not available,96%,Lahore,6,mid,10:00,17:00,7,20,19,0.95,,0,0,2027-06-28
1276,Dr. Mubasher Ahmed,Neurologist,MBBS,6 Years,Not Available,"FCPS,  FRCS,  FICS",not available,not available,96%,Lahore,6,mid,11:00,14:00,3,20,21,1.05,,0,0,2027-06-29
1277,Dr. Farrukh Javaid,Neurologist,MBBS,6 Years,Not Available,,not available,not available,96%,Lahore,6,mid,8:00,17:00,9,20,20,1.0,1.0,1,1,2027-06-30
1278,Dr. Hafiz Muhammad Shahzad Aziz,Neurologist,MBBS,6 Years,Not Available,,not available,not available,96%,Lahore,6,mid,10:00,14:00,4,20,32,1.6,,0,0,2027-07-01
1279,Dr. Azhar Saeed (Yousaf),Neurologist,MBBS,6 Years,Not Available,,not available,not available,96%,Lahore,6,mid,8:00,15:00,7,20,37,1.85,1.0,0,0,2027-07-02
1280,Dr. Muhammad Naeem,Neurologist,MBBS,6 Years,Not Available,MRCP,not available,not available,96%,Lahore,6,mid,11:00,17:00,6,20,14,0.7,,0,0,2027-07-03
1281,Prof Dr. Muhammad Tariq Jamil Mian,Neurologist,,6 Years,Not Available,,not available,not available,96%,Lahore,6,mid,9:00,17:00,8,20,14,0.7,1.0,0,0,2027-07-04
1282,Dr. Ahmad Ali,Neurologist,MBBS,6 Years,Not Available,MRCP,not available,not available,96%,Lahore,6,mid,10:00,15:00,5,20,24,1.2,,0,0,2027-07-05
1283,Dr. Qasim Bashir,Neurologist,MBBS(Pb),6 Years,Not Available,"MD(USA),  ABPN(Neurology),  UCNS,  USA(Neurocritical care),  ABMS(Vascular Neurology),  FSV",21 Years,not available,96%,Lahore,6,mid,8:00,15:00,7,20,20,1.0,1.0,0,0,2027-07-06
1284,Dr. Muhammad Moeen Ahmad,Neurologist,MBBS,6 Years,Not Available,FCPS,not available,not available,96%,Lahore,6,mid,8:00,15:00,7,20,23,1.15,1.0,1,0,2027-07-07
1285,Dr. Tahir Islam Chaudhary,Neurologist,MBBS,6 Years,Not Available,",  MCPS,  DTCD (T.B. & CHEST DISEASES)",32 Years,not available,96%,Lahore,6,mid,10:00,17:00,7,20,4,0.2,,0,0,2027-07-08
1286,Dr. Muhammad Shahid Hussain Sial,Neurologist,MBBS,6 Years,Not Available,FCPS (Neurology),27 Years,not available,96%,Lahore,6,mid,9:00,16:00,7,20,5,0.25,1.0,0,0,2027-07-09
1287,Dr. Sarfaraz Hussain,Neurologist,MBBS,6 Years,Not Available,,not available,not available,96%,Lahore,6,mid,9:00,16:00,7,20,22,1.1,1.0,0,0,2027-07-10
1288,Dr. Samra Majeed,Neurologist,MBBS,6 Years,Not Available,,not available,not available,96%,Lahore,6,mid,9:00,16:00,7,20,3,0.15,1.0,0,0,2027-07-11
1289,Col. (R) Dr. Zahid Rustam,"Neurologist, Rehab Medicine, Pain Management Specialist",MBBS,25 Years,"Rs. 3,000","FCPS Physical medicine & rehabilitation,  Diploma In Clinical Neurology  (UK),  Dip. in Orthopedic Medicine (UK),  Dip. in Geriatric/Elderly Care Medicine (UK),  American Board of Clinical Neurophysiology,  American Board of Electro-diagnostic Medicine,",Under 15 Min,2016,98%,Islamabad,25,senior,11:00,17:00,6,30,26,0.86666666666667,,1,1,2027-07-12
1290,Assit. Prof. Dr. Ghulam Mujtaba,Neurologist,M.B.B.S,10 Years,"Rs. 3,000",F.C.P.S (Neurology),Under 15 Min,1926,99%,Islamabad,10,mid,8:00,15:00,7,20,17,0.85,1.0,1,1,2027-07-13
1291,Dr. Anam Anis,Neurologist,M.B.B.S,7 Years,"Rs. 2,000",F.C.P.S (Neurology),Under 15 Min,49,96%,Islamabad,7,mid,8:00,17:00,9,20,20,1.0,1.0,0,0,2027-07-14
1292,Prof. Dr. Rao Suhail Yasin Khan,Neurologist,M.B.B.S,32 Years,"Rs. 2,500","FCPS,  FRCP",Under 15 Min,3062,97%,Islamabad,32,senior,8:00,15:00,7,30,27,0.9,1.0,0,1,2027-07-15
1293,Dr. Farheen Niazi,Neurologist,M.B.B.S,15 Years,"Rs. 3,500","F.C.P.S (Neurology),  M.R.C.P. (Medicine) UK,  S.C.E (Neurology) UK,  Fellowship of the Europeon Board of Neurology (FEBN)",Under 15 Min,2274,97%,Islamabad,15,mid,11:00,17:00,6,30,34,1.1333333333333,,0,0,2027-07-16
1294,Dr. Zaid Waqar,Neurologist,M.B.B.S,8 Years,"Rs. 2,500",F.C.P.S. (Neurology),Under 15 Min,82,100%,Islamabad,8,mid,8:00,17:00,9,20,21,1.05,1.0,1,0,2027-07-17
1295,Dr. Soban Khan,Neurologist,MBBS,8 Years,"Rs. 2,000",MD (Neurology),Under 15 Min,11,100%,Islamabad,8,mid,11:00,15:00,4,20,39,1.95,,1,0,2027-07-18
1296,Dr. Faridullah Shah,"Neurologist, Internal Medicine Specialist",M.B.B.S.,36 Years,"Rs. 2,500","F.C.P.S. (Medicine),  F.C.P.S. (Neurology)",Under 15 Min,249,97%,Islamabad,36,senior,9:00,16:00,7,30,22,0.73333333333333,1.0,1,1,2027-07-19
1297,Dr. Riaz Mahmood,Neurologist,MBBS,25 Years,"Rs. 2,500","FCPS (Neurology),  MCPS (Medicine)",15 - 30 Min,84,96%,Islamabad,25,senior,10:00,15:00,5,30,2,0.066666666666667,,1,1,2027-07-20
